species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,bill_ratio,size_category
Adelie,Dream,-0.5559177308408418,0.4781695835636107,0.284633205901859,0.12055491806939173,MALE,-1.1625953426351476,medium
Adelie,Dream,-0.8457578526009435,0.4781695835636107,-1.1196370057366352,0.3154187525076244,MALE,-1.768740383480357,medium
Adelie,Dream,-1.5027287952571735,0.06356586186271952,-1.045728047229346,-1.1785373115188262,FEMALE,-23.640500596099095,small
Adelie,Dream,-0.613885755192863,0.8927733052645,0.5063600814237265,0.12055491806939173,MALE,-0.6876166117119602,medium
Adelie,Dream,-1.1355979743610451,0.7372969096266675,-0.8240011717074784,-0.6589004196835391,FEMALE,-1.540218003810783,small
Adelie,Dream,-0.7104991291128968,0.6854714444140554,-0.38054742066374353,0.18550952954880262,MALE,-1.0365116372137648,medium
Adelie,Dream,-0.15014156037669932,0.6854714444140554,-0.6761832546929002,-0.13926352784825188,MALE,-0.219034011701306,medium
Adelie,Biscoe,-1.7346008926652552,0.37451865313838656,-0.6761832546929002,-0.6264231139438337,FEMALE,-4.631547395916516,small
Adelie,Biscoe,-0.5752404056248489,1.4628534226032257,0.13681528888728064,0.6726691156443844,MALE,-0.39323174607690903,large
Adelie,Biscoe,-1.2128886734970719,-0.6101651859012285,-1.3413638812585027,-1.4708330631761755,FEMALE,1.9878037972710725,small
Adelie,Biscoe,-1.1935659987130662,1.4628534226032257,-0.8240011717074784,0.05560030658998083,MALE,-0.8159163319241185,medium
Adelie,Biscoe,-1.174243323929059,0.7372969096266675,-0.602274296185611,-1.665696897614408,FEMALE,-1.5926329116497189,small
Adelie,Biscoe,-0.8264351778169364,0.8927733052645,-1.2674549227512135,-0.8537642541217718,MALE,-0.9256943200962872,small
Adelie,Biscoe,-1.0389846004410113,0.011740396650107432,-0.15882054514187602,-0.5939458082041282,FEMALE,-88.49655010859483,medium
Adelie,Biscoe,-1.116275299577038,1.4628534226032257,-0.8240011717074784,-0.3990819737658955,MALE,-0.7630807586932166,medium
Adelie,Biscoe,-1.1355979743610451,-0.0919105337751149,-1.489181798273081,-1.3409238402173536,FEMALE,12.355471432029832,small
Adelie,Biscoe,-0.15014156037669932,0.9445987704771122,-0.30663846215645435,0.7376237271237953,MALE,-0.1589474442157738,large
Adelie,Biscoe,-1.1355979743610451,-0.3510378598381717,-0.23272950364916517,-0.4965138909850118,FEMALE,3.234972931080868,medium
Adelie,Biscoe,0.31360263443946296,1.6183298182410601,-0.7500922132001894,0.5102825869458572,MALE,0.19378165742525416,large
Adelie,Biscoe,-0.8264351778169364,0.2708677227131642,-0.602274296185611,-1.3084465344776481,FEMALE,-3.05106555162385,small
Adelie,Biscoe,-0.34336830821676706,1.203726096540169,-0.30663846215645435,0.08807761232968628,MALE,-0.2852545186182301,medium
Adelie,Biscoe,-0.8457578526009435,1.8256316790915048,-0.7500922132001894,-0.3990819737658955,FEMALE,-0.46326861123587687,medium
Adelie,Biscoe,-0.2467549342967332,0.581820513988833,-0.38054742066374353,-0.17174083358795733,MALE,-0.42410834331886277,medium
Adelie,Torgersen,-1.0389846004410113,-0.0919105337751149,-0.9718190887220568,-1.6981742033541134,FEMALE,11.304303845989848,small
Adelie,Torgersen,-1.2901793726331001,1.7219807486662826,-0.15882054514187602,-0.5614685024644227,MALE,-0.7492414613998307,medium
Adelie,Torgersen,-1.5993421691772074,-0.0919105337751149,-0.8979101302147676,-1.1135827000394154,FEMALE,17.401075845021747,small
Adelie,Torgersen,-0.5559177308408418,0.7372969096266675,-0.8979101302147676,-1.1460600057791208,MALE,-0.7539943862267542,small
Adelie,Torgersen,-1.5027287952571735,0.011740396650107432,-1.045728047229346,-1.373401145957059,FEMALE,-127.99642465601217,small
Adelie,Torgersen,-1.2128886734970719,1.3592024921780035,-0.23272950364916517,-0.9187188656011827,MALE,-0.8923531853988316,small
Adelie,Torgersen,-0.4979497064888221,0.6854714444140554,0.06290633037999149,-0.4315592795056009,MALE,-0.7264339171917981,medium
Adelie,Torgersen,-1.6959555430972413,-0.6619906511138396,-1.1196370057366352,-1.5033103689158809,FEMALE,2.5619025589616604,small
Adelie,Torgersen,-0.6525311047608757,0.9445987704771122,-0.15882054514187602,-0.2691727508070737,MALE,-0.69080240749338,medium
Adelie,Torgersen,-1.0003392508729985,0.21904225750055395,-0.7500922132001894,-1.2110146172585317,FEMALE,-4.566877927061488,small
Adelie,Torgersen,-0.478627031704815,0.581820513988833,-0.45445637917103265,0.12055491806939173,MALE,-0.8226369132697878,medium
Adelie,Torgersen,-0.9616939013049843,-0.04008506856250282,-0.7500922132001894,-1.5033103689158809,FEMALE,23.991324844697694,small
Adelie,Torgersen,0.023762512679361355,0.4263441183509986,0.6541779984383048,-0.2691727508070737,MALE,0.0557355236217854,medium
Adelie,Torgersen,-1.0583072752250182,0.37451865313838656,-0.8240011717074784,-1.1460600057791208,FEMALE,-2.825779881340031,small
Adelie,Torgersen,-0.16946423516070638,1.0482497009023346,-0.30663846215645435,-0.9187188656011827,MALE,-0.16166399572051524,small
Adelie,Dream,-1.386792746553134,0.6854714444140554,-0.602274296185611,-0.9187188656011827,FEMALE,-2.023122564556386,small
Adelie,Dream,-1.251534023065086,0.6854714444140554,-0.15882054514187602,0.3478960582473299,MALE,-1.825800379087861,medium
Adelie,Dream,-1.1355979743610451,0.21904225750055395,-1.045728047229346,-1.0161507828202991,FEMALE,-5.1843785181869455,small
Adelie,Dream,-0.5559177308408418,0.16721679228794187,-0.8240011717074784,-0.3990819737658955,MALE,-3.324532920614633,medium
Adelie,Dream,-1.6186648439612144,0.16721679228794187,-0.7500922132001894,-1.3409238402173536,FEMALE,-9.680037643431923,small
Adelie,Dream,-0.7298218038969025,1.5146788878158377,-0.08491158663458684,-0.3016500565467791,MALE,-0.48183269059048106,medium
Adelie,Dream,-1.3481473969851199,-0.3510378598381717,-1.1935459642439243,-1.0486280885600046,FEMALE,3.840461532002888,small
Adelie,Dream,-0.8264351778169364,0.37451865313838656,-0.602274296185611,0.05560030658998083,MALE,-2.206659590628092,medium
Adelie,Dream,-0.7298218038969025,-0.04008506856250282,-0.602274296185611,-1.0486280885600046,FEMALE,18.206824387961934,small
Adelie,Dream,-0.6525311047608757,0.011740396650107432,-1.045728047229346,-0.9511961713408882,MALE,-55.57998798574703,small
Adelie,Dream,-0.6332084299768687,-0.0919105337751149,-0.8240011717074784,-0.6264231139438337,MALE,6.889399984621916,small
Adelie,Dream,-1.2901793726331001,-0.19556146420033724,-0.6761832546929002,-1.5682649803952917,FEMALE,6.597308820061878,small
Adelie,Dream,-0.9616939013049843,0.7891223748392777,-1.1935459642439243,-0.72385503116295,MALE,-1.2186879145339842,small
Adelie,Dream,-0.9230485517369703,0.7372969096266675,-0.8240011717074784,0.05560030658998083,MALE,-1.2519360106966388,medium
Adelie,Dream,-1.4254380961211466,0.6336459792014433,-1.2674549227512135,-0.9511961713408882,FEMALE,-2.249581221863926,small
Adelie,Dream,-1.5413741448251876,0.3226931879257763,-0.45445637917103265,-0.9836734770805936,FEMALE,-4.7765933787846935,small
Adelie,Dream,-1.1935659987130662,0.4781695835636107,-0.602274296185611,-0.5939458082041282,MALE,-2.4961144324946103,medium
Adelie,Dream,-1.5413741448251876,-0.04008506856250282,-1.045728047229346,-0.6589004196835391,FEMALE,38.45257598653706,small
Adelie,Dream,-0.478627031704815,0.6854714444140554,-0.011002628127297678,-0.2691727508070737,MALE,-0.698245033553437,medium
Chinstrap,Dream,0.48750670749552366,0.37451865313838656,-0.6761832546929002,-0.9187188656011827,FEMALE,1.3016887234062209,small
Chinstrap,Dream,1.1638003249357607,1.203726096540169,-0.38054742066374353,-0.3990819737658955,MALE,0.9668315144789452,medium
Chinstrap,Dream,1.4149950971278482,1.0482497009023346,-0.602274296185611,-0.72385503116295,MALE,1.3498645369608202,small
Chinstrap,Dream,0.2749572848714489,0.7891223748392777,-0.9718190887220568,-0.8862415598614772,FEMALE,0.3484342779248276,small
Chinstrap,Dream,1.685512544103944,1.3592024921780035,-0.30663846215645435,-0.6264231139438337,MALE,1.24007464215509,small
Chinstrap,Dream,0.23631193530343614,0.3226931879257763,-0.23272950364916517,-0.3341273622864846,FEMALE,0.7323115087195179,medium
Chinstrap,Dream,0.41021600835949684,0.529995048776221,-1.7109086737949484,-1.2434919229982373,FEMALE,0.7739996992551185,small
Chinstrap,Dream,1.4149950971278482,0.529995048776221,-0.30663846215645435,-0.5939458082041282,MALE,2.6698270113940246,medium
Chinstrap,Dream,0.3908933335754898,0.8927733052645,-0.45445637917103265,-0.07430891636884097,FEMALE,0.4378416461048649,medium
Chinstrap,Dream,1.4149950971278482,1.4110279573906137,-0.23272950364916517,-0.6589004196835391,MALE,1.0028115245459563,small
Chinstrap,Dream,0.5068293822795307,0.3226931879257763,-0.602274296185611,-0.5289911967247173,FEMALE,1.5706231220353748,medium
Chinstrap,Dream,1.4922857962638765,1.6183298182410601,-0.5283653376783218,-0.5614685024644227,MALE,0.9221147503083277,medium
Chinstrap,Dream,0.5841200814155575,0.06356586186271952,-1.1935459642439243,-0.6589004196835391,FEMALE,9.189210439355904,small
Chinstrap,Dream,1.5502538206158962,0.4781695835636107,-0.011002628127297678,-0.20421813932766278,MALE,3.2420586208400404,medium
Chinstrap,Dream,0.3715706587914827,-0.04008506856250282,-0.8240011717074784,-0.8212869483820663,FEMALE,-9.269552781532843,small
Chinstrap,Dream,1.2604136988557946,1.255551561752781,-0.011002628127297678,-0.20421813932766278,MALE,1.00387251089571,medium
Chinstrap,Dream,1.2217683492877804,1.4628534226032257,-0.30663846215645435,-1.1785373115188262,MALE,0.8351953315415419,small
Chinstrap,Dream,0.4681840327115166,0.7372969096266675,-0.8240011717074784,-0.9836734770805936,FEMALE,0.635000671505029,small
Chinstrap,Dream,1.009218926663707,0.529995048776221,-0.45445637917103265,0.2504641410282135,MALE,1.904204443030237,medium
Chinstrap,Dream,-0.3047229586487543,0.06356586186271952,-1.489181798273081,-0.7888096426423609,FEMALE,-4.7938146313008625,small
Chinstrap,Dream,0.8739602031756591,0.16721679228794187,-0.7500922132001894,-1.0486280885600046,MALE,5.226509797357721,small
Chinstrap,Dream,-0.15014156037669932,-0.2992123946255596,-1.045728047229346,-1.6981742033541134,FEMALE,0.5017892409323133,small
Chinstrap,Dream,1.2797363736398015,1.1519006313275568,-0.602274296185611,-0.5289911967247173,MALE,1.110978099009213,medium
Chinstrap,Dream,0.5261520570635377,0.37451865313838656,-0.45445637917103265,-1.1785373115188262,FEMALE,1.4048754385248787,small
Chinstrap,Dream,1.5502538206158962,0.9445987704771122,-0.30663846215645435,-0.07430891636884097,MALE,1.6411770468776608,medium
Chinstrap,Dream,1.2604136988557946,0.6336459792014433,-0.08491158663458684,-1.0486280885600046,FEMALE,1.9891449487997062,small
Chinstrap,Dream,1.0671869510157268,0.9445987704771122,-0.08491158663458684,-0.5289911967247173,MALE,1.1297780437261167,medium
Chinstrap,Dream,0.4681840327115166,0.3226931879257763,-0.7500922132001894,-0.6589004196835391,FEMALE,1.4508643201331077,small
Chinstrap,Dream,1.7048352188879499,1.4628534226032257,0.284633205901859,0.44532797546644626,MALE,1.165417664234674,medium
Chinstrap,Dream,-0.594563080408856,-0.2992123946255596,-1.045728047229346,-1.3084465344776481,FEMALE,1.9870937537627884,small
Chinstrap,Dream,1.9753526658640457,1.877457144304117,-0.011002628127297678,0.12055491806939173,MALE,1.052142613138695,medium
Chinstrap,Dream,-0.2854002838647473,-0.24738692941294935,-1.045728047229346,-1.1135827000394154,FEMALE,1.1536595103953304,small
Chinstrap,Dream,1.3570270727758285,0.8409478400518898,0.13681528888728064,-0.13926352784825188,MALE,1.6136875655594698,medium
Chinstrap,Dream,1.105832300583741,0.7372969096266675,-0.45445637917103265,-0.7888096426423609,MALE,1.4998466508474617,small
Chinstrap,Dream,0.6807334553355914,-0.19556146420033724,-0.15882054514187602,-0.3990819737658955,FEMALE,-3.4809181763858845,medium
Chinstrap,Dream,0.7000561301195984,0.581820513988833,-0.45445637917103265,-0.4640365852453064,FEMALE,1.2032166506474102,medium
Chinstrap,Dream,1.5502538206158962,1.8256316790915048,0.6541779984383048,0.7701010328635007,MALE,0.849160232247588,large
Chinstrap,Dream,1.8400939423759977,1.4110279573906137,0.284633205901859,0.3803733639870353,MALE,1.3040804278455598,medium
Chinstrap,Dream,0.9705735770956929,1.203726096540169,0.6541779984383048,-0.3341273622864846,MALE,0.8063076640818714,medium
Chinstrap,Dream,0.42953868314350385,0.16721679228794187,-1.045728047229346,-0.72385503116295,FEMALE,2.5687532769068566,small
Chinstrap,Dream,1.3377043979918213,0.9964242356897243,-0.38054742066374353,-0.8537642541217718,MALE,1.3425048790246086,small
Chinstrap,Dream,0.2942799596554559,-0.0919105337751149,-0.38054742066374353,-0.9187188656011827,FEMALE,-3.201808841361916,small
Chinstrap,Dream,1.3377043979918213,0.37451865313838656,-0.38054742066374353,-0.6913777254232445,FEMALE,3.5717964560166586,small
Chinstrap,Dream,1.3183817232078143,0.6854714444140554,-0.011002628127297678,0.3154187525076244,MALE,1.9233211448140979,medium
Chinstrap,Dream,1.1831229997197676,0.37451865313838656,-0.8240011717074784,-1.0486280885600046,FEMALE,3.159049595542035,small
Chinstrap,Dream,0.9705735770956929,1.255551561752781,0.8019959154528832,0.12055491806939173,MALE,0.7730256619176581,medium
Chinstrap,Dream,1.4536404466958623,0.7891223748392777,-1.045728047229346,-1.2434919229982373,MALE,1.8420976176121333,small
Chinstrap,Dream,1.1251549753677466,0.06356586186271952,-0.23272950364916517,-0.6913777254232445,FEMALE,17.70061700410349,small
Chinstrap,Dream,0.7966695040396323,-0.40286332505078376,-0.15882054514187602,-1.1460600057791208,FEMALE,-1.977518067546125,small
Chinstrap,Dream,1.4343177719118552,0.9445987704771122,-0.011002628127297678,-0.3341273622864846,MALE,1.5184412861212897,medium
Chinstrap,Dream,0.33292530922347,0.06356586186271952,-0.602274296185611,-0.7888096426423609,FEMALE,5.237485962865958,small
Chinstrap,Dream,1.2990590484238087,1.3073770269653913,0.13681528888728064,-0.20421813932766278,MALE,0.993637658938455,medium
Chinstrap,Dream,-0.2854002838647473,0.06356586186271952,-1.045728047229346,-1.1135827000394154,FEMALE,-4.489835825417016,small
Chinstrap,Dream,1.5888991701839104,0.8409478400518898,-0.30663846215645435,-0.9836734770805936,MALE,1.8894146515506467,small
Chinstrap,Dream,0.23631193530343614,-0.2992123946255596,-0.7500922132001894,-1.2434919229982373,FEMALE,-0.7897799006594016,small
Chinstrap,Dream,1.0285416014477127,1.4110279573906137,0.13681528888728064,-0.20421813932766278,MALE,0.7289307033644992,medium
Chinstrap,Dream,1.2024456745037748,0.8409478400518898,0.06290633037999149,-0.5289911967247173,MALE,1.4298695082320196,medium
Chinstrap,Dream,0.31360263443946296,1.1519006313275568,-0.5283653376783218,-0.8862415598614772,FEMALE,0.27224799250091414,small
Chinstrap,Dream,1.530931145831889,1.203726096540169,0.35854216440914816,-0.3341273622864846,MALE,1.2718268302333853,medium
Chinstrap,Dream,0.5454747318475434,-0.3510378598381717,-0.8979101302147676,-0.72385503116295,FEMALE,-1.5538914580296466,small
Chinstrap,Dream,0.33292530922347,-0.0919105337751149,-0.45445637917103265,-0.72385503116295,FEMALE,-3.6222758757779157,small
Chinstrap,Dream,-0.09217353602467956,0.4781695835636107,0.06290633037999149,-1.0486280885600046,FEMALE,-0.1927632772828131,small
Chinstrap,Dream,1.086509625799734,0.529995048776221,-0.602274296185611,-0.5614685024644227,MALE,2.050037313194768,medium
Chinstrap,Dream,1.3183817232078143,0.9445987704771122,0.6541779984383048,-0.13926352784825188,MALE,1.3957055253649189,medium
Chinstrap,Dream,1.2024456745037748,0.7891223748392777,-0.23272950364916517,-0.5614685024644227,FEMALE,1.5237759222689378,medium
Gentoo,Biscoe,1.1638003249357607,-0.45468879026339404,2.1323571685840883,1.939284039492897,MALE,-2.5595535888658913,large
Gentoo,Biscoe,0.9126055527436732,-1.5948490249408445,0.6541779984383048,0.3154187525076244,FEMALE,-0.5722206544143094,medium
Gentoo,Biscoe,1.1638003249357607,-1.0247689076021196,1.2454496664966181,1.939284039492897,MALE,-1.1356709949943387,large
Gentoo,Biscoe,0.7000561301195984,-1.3875471640903987,1.0237227909747506,1.5495563706164315,MALE,-0.50452780866625,large
Gentoo,Biscoe,0.48750670749552366,-1.9058018162165122,0.6541779984383048,0.44532797546644626,FEMALE,-0.2558013657807006,medium
Gentoo,Biscoe,0.2749572848714489,-1.3357216988777876,0.728086956945594,0.7701010328635007,FEMALE,-0.20584923124514293,large
Gentoo,Biscoe,0.5261520570635377,-0.9729434423895076,1.3193586250039073,1.289737924698788,MALE,-0.5407838052449696,large
Gentoo,Biscoe,0.5454747318475434,-0.9211179771768964,1.0237227909747506,1.224783313219377,MALE,-0.592187695130379,large
Gentoo,Biscoe,-0.594563080408856,-1.80215088579129,0.9498138324674614,0.575237198425268,FEMALE,0.32991859066661594,large
Gentoo,Biscoe,0.9705735770956929,-0.5583397206886164,1.0976317494820398,1.7444202050546642,MALE,-1.7383208486379167,large
Gentoo,Biscoe,0.2942799596554559,-1.80215088579129,0.9498138324674614,0.575237198425268,FEMALE,-0.16329374081584916,large
Gentoo,Biscoe,0.8546375283916521,-1.3357216988777876,0.8759048739601724,2.1341478739311297,MALE,-0.639832031709659,large
Gentoo,Biscoe,0.3522479840074757,-1.3357216988777876,0.6541779984383048,-0.009354304889430074,FEMALE,-0.26371360464041155,medium
Gentoo,Biscoe,1.0285416014477127,-0.7656415815390629,1.171540707989329,2.1341478739311297,MALE,-1.3433721812498458,large
